Id,Predicted
eedf4bf9a29ab002fe50c4eea,1806-07
07efcdaeb782cf15befe6ef5b,"Fredericia (Denmark), Berlin, Stockholm, Hamburg, Frankfurt, Helsinki, and Emden"
70fece32de4d3f0e7bdb828bc,1806-07
ccc0ee0d8d4aafbe71fdca960,Dorotheenstadt and Friedrichstadt
720f3a6d9efaf7bb2ecb0beb6,Dorotheenstadt and Friedrichstadt
fa3fdc361e02f9550d556ab4d,1700
18afabab14bfbee9ffc55c21e,one-fifth
c8007e5aad0decf0ffe0abe2e,After
cccadfbd7538dff7aaee034d9,Cévennes region in the south
268a1023ade64e0e95cedff2e,Camisards
6cb4cd0633c3e63341ec0484e,the Catholic Church
aa7dcbf7bbedc02ebaf3f4bf3,1702 and 1709
1ddabbbe8e0e25e19193ae76f,After
cef49affcef1afdcc4ebe3b4c,After
73a59430d1e8ed6ea6e15f9f6,After
fb9b9acaf82bca2af57b7bf28,After
274e74edebaceaa4c91a94275,After
c5c1a9fd95cc2cf0b9aede64e,In
bbce7cc83fe9ebeba84d5264f,Jean Ribault
dadf728d6e127c37d4bffdc7a,In
fbaa04c2bb0e504d7fd99d051,Huguenots
2ea7a4ddedca95aafa1d0caf2,September 1565
7cbb8ae116f98d026b35a4d53,In
9cb1af8e9d3e75d00fbf20b9e,In
bdc30b11c5dbefce0a68121ca,In
ca03fde0e7d02d51c0f0c4bbc,St. Johns River
a9b4cb8d39e24d6faa6a61c06,Parris Island
cd0f7b66cf9bfcbd8dbcf6bbd,St. Augustine
b36b7ea84dd50a1fa1efbfc0a,Pedro Menéndez de Avilés
b1fa4676cdf06d8908be3ddfb,1565
6a22f7b259ed9358766eb68b9,The Wars of Religion
dec92423a8f2f8d4b97b1afec,French
a0da934dcfeb32bdf0f02cddc,1564
3a5c00c813b8cfb31edfeeea8,French
de6b53ba986ca7d062bbf6f07,1564
0ae79a3fdfcceb3b3cef999ff,1562
1c87e9265fdc15da90ce7292e,Virginia
718ab1cac1af3a8cc2abcd82d,Lower Norfolk County
e10fee5edfdbefd9d15fafa30,"Manakin Town, now in Powhatan County. Some settlers landed in present-day Chesterfield County. On 12 May 1705, the Virginia General Assembly passed an act to naturalise the 148 Huguenots still resident at Manakintown"
92d4b97af56f471c0077858aa,390
581ec6bd09bfdd2f48ff0ffee,18th and 19th centuries
a9decfd22ed5e3c1b0af9a0c7,1700 several hundred
f8f9ad40ddebf5da0d8e40d0b,1700 several hundred
e82e67536ddbd3e4ecd7b4b0c,390
d0036e1b44af6f6dd163d069f,18th
7ec98dfde7f961446aebfe4ac,In
d99a1bb4bdc2cf2441ee8b2c8,1568–1609
1bdcdfcfbd9fcded8edeed2d6,Spain
1ed5bc3d0b43ebba0f79bcd6a,"Apologie"" of William the Silent"
1f5ee78dd8ecd463debc6ba8a,Huguenot Pierre L'Oyseleur
60baeee10b12dbd2d2b4f2dce,Calvinist
deacb6972e31b9a2c1bbf3d99,Some
df74285fcac4d35cf435a4dcf,Some
d0bfeb238bc4ba9c6bcefa5ec,Some
526732a5a9e11d0b8edc68d8d,Some
f30c641121cc298edb9478ea1,"Some Huguenots fought in the Low Countries alongside the Dutch against Spain during the first years of the Dutch Revolt (1568–1609). The Dutch Republic rapidly became a destination for Huguenot exiles. Early ties were already visible in the ""Apologie"" of William the Silent, condemning the Spanish Inquisition, which was written by his court minister, the Huguenot Pierre L'Oyseleur"
2df87ef7917254df35abc44dc,Both
505ae2a0edeed41d47ca5ecc0,1708
b22a062cbc08b8d21a64baffa,"50,000"
df9ee9fe24fbce355b9c81ba9,Andrew Lortie
7951d8f11eccbffb0fec5cfc0,transubstantiation
bbe7bff1b0a036ba1dd29a03b,"50,000"
afde391f36f833e02edcbc9b5,"50,000"
407e7e1eeeda0f3acd8cbc3dd,London
ac9c700bbfbf09ebbfdebbfc3,Both
a3c5dfccee25ef1cef81e998a,"50,000"
1345103e96e8ec4fdac7a6aee,Williamite war
7ea91de0e13224dd3161972de,William of Orange
b31eeb24d3d44a8dea94efc85,Following
dc4bbcf0d401543d05caefdde,flax cultivation and the growth of the Irish linen
95c8f8b3cca6bad5bdaecdfe5,Following
3880cbf21d8a5cdd2650e7b2c,Following
cbc340b6befab9fa6f770cc3c,Following the French Crown's revocation of the Edict of Nantes
42a1da0eca7c596c8aad8391e,Following
2960d8ccee9d2374c2dc0eef7,Following
5b35e919d2410e68171bebf05,an act of parliament for Protestants
7e44992b8bf9c6f9bd3fc7ba2,Count Ludwig von Nassau-Saarbrücken
c82fa7f33bad07208ffe17ada,Count Ludwig von Nassau-Saarbrücken
2fced7ea8cd7217e1d5bd5e3f,textiles
eece7b9f03eefbfeaddf8b85d,1890s
630dafdb2fedf009eebafc4be,"Prince Louis de Condé, along with his sons Daniel and Osias,[citation needed] arranged with Count Ludwig von Nassau-Saarbrücken to establish a Huguenot community in present-day Saarland in 1604"
ddcf1f74546630b9a1a18a1d4,Prince
ecd982480a1ebbd2a1e62a79d,1604
0fe4ddefbb05bff6d5c370ef7,Prince Louis de Condé
fd40b59dbdef04ef317b35aa6,1604
324fe6dbaee9fc05947caa4db,The
2d6b5ffbf4ba5fa5dd09abce1,Protestant
d9ef0aa1bb4b7b7acb9eb81dd,The
a8bbdce55aada3e5c3417aea0,The
7fc3e736c4adb8b1e0b3e6d7c,The
c40860a8fc144c7f57f3c6cbd,The
d2fb9d8c3c1e9b58ddb4f9e4e,The
9495592eeebbf7a31bbd179dd,The
796c5a65bee713dd8c44bffca,The
90ea3c2a1c0b6bb86fecbf4dd,The
755becdadcd0fe21dfd68eaaa,Some
e30da446c40816b0b25b109a3,"Some disagree with such double or triple non-French linguistic origins, arguing that for the word to have spread into common use in France, it must have originated in the French language. The ""Hugues hypothesis"" argues that the name was derived by association with Hugues Capet, king of France, who reigned long before the Reformation"
ff4c711dcd49bd3e7ed00f8cb,Some
b9afe46d6ac22086cf663a3f8,Some
c3af0cddcbb1a46dadbba3cd8,Some
13dbdbafecb4f1ad9ee933179,Hugues Capet
0ca201dbda9d951daeb2a319e,"Some disagree with such double or triple non-French linguistic origins, arguing that for the word to have spread into common use in France, it must have originated in the French language. The ""Hugues hypothesis"" argues that the name was derived by association with Hugues Capet, king of France"
e74d7ade9cff93e809d43fce5,Some
5a806d91b006a7a6a615142be,Some
5ead53907f8a27d7cebf1fbe3,Other
fbdd83e8b5de0f2fa917ec45a,Other
2daac5f7ba80867f526b9bb7f,1530
96aee69c3bcab6e512dea9dc4,William Farel
feb1a6ddc60412ceb6b9ae5b9,Lefevre
1d17e9f5b2c65eb1d6cdbf79a,Other
dfee4ca1da1dada2edd975c9b,"Other predecessors of the Reformed church included the pro-reform and Gallican Roman Catholics, such as Jacques Lefevre (c. 1455–1536). The Gallicans briefly achieved independence for the French church, on the principle that the religion of France could not be controlled by the Bishop of Rome, a foreign power. During the Protestant Reformation, Lefevre, a professor at the University of Paris, published his French translation of the New Testament in 1523, followed by the whole Bible in the French language in 1530. William Farel was a student of Lefevre who went on to become a leader of the Swiss Reformation, establishing a Protestant government in Geneva. Jean Cauvin (John Calvin), another student at the University of Paris"
c7a827cbcea08efbbf2f5394a,Other
ab57bea445cbeaed4e2eb7f17,Other
6c2ae4f9f5ffa3e2e8bab6b7c,Francis I
0408a0d36d7d2f97afaa3d964,24 August – 3 October 1572
fafd1acfcec2af17f988c8a4c,Catholics
8e58ca309f642a1755cccccd6,"Nearly 3,000"
ca1ea1209b2ae9f99cefd4e5c,1573
adc91e20e17a243ccbf7ffe5c,"2,000 and 3,000 Protestants were killed in Paris and between 3,000 and 7,000 more in the French provinces. By 17 September, almost 25,000"
ef13ef4bc604d1315f7b1dd6e,"2,000 and 3,000"
c03dbae010fb0b0de8e2bcbec,Paris
cc5fc11c730ed4bf1f689d4fa,In
b8f2f7dd2ccd32eb25e9d556b,"Nearly 3,000"
f649c0af7d94c0fbbd895aa34,"Nearly 3,000"
fceaedc0dfdfe9deadc17d1a0,Louis XIV
fc57caa92b0df355f30b0b1bb,increasingly aggressively to force the Huguenots to convert
a0a9d3fda6f45ca043f064366,backed by a fund to financially reward converts to Catholicism
6143fdc8cf7ae9ae1ad2addb9,acted increasingly aggressively to force the Huguenots to convert
e52cfa5f72c3c026c7609afcc,dragonnades
d4ff2af33f22f7f0877cdcda0,Louis XIV gained the throne in 1643
be38dd9ebcfac487a1ee7e307,1643
fedb00ebf8ab4a396fad7aa6b,Louis
e50f17be7a9ca27ffcf21b4dd,1685
674efd466b090bcea74fd7cac,Louis
ac04efe2aed50f64b50e78cea,Westchester
6d10bac0ddafa3b1183dfa502,New Rochelle
7d2f3da880d5df42a39dd1846,"John Pell, Lord of Pelham Manor"
b6d325dcd6398c103dcdeb955,La Rochelle
a79f2dff59cfd70e1832ec55a,Trinity-St. Paul's Episcopal Church
5c7880a66c83ccfee07d0d110,John Pell
db1abb7eff69efec6bb5b923d,six thousand one hundred acres
fdcef8ecaf9be541dba6831be,Edict of Nantes
5fdde7acc019d12f59abd8eb8,twenty-three miles
b7fb8d32c59fb361ffc1f0faa,La Rochelle
fcf767cbf2bdb6f77d4ce8de5,quickly and often married outside their immediate French communities
a1acaabde256d47d7e9d47d97,Most
521ae1cbe8cbc47cb5c2ba810,E.I. du Pont
d1e8fe82b6d784adced2e4d44,nineteenth century
76f22c6ebcd67c534e27d9e36,E.I. du Pont
fe2edba4f4ada9ce47ba503cf,Most
edddcfc6aac4f7fe560e07014,Most
93efe8bafdd4edcadaa9bb4cd,Most
6f3e3ace483df75116c4d8ef5,"Most of the Huguenot congregations (or individuals) in North America eventually affiliated with other Protestant denominations with more numerous members. The Huguenots adapted quickly and often married outside their immediate French communities, which led to their assimilation. Their descendants in many families continued to use French first names and surnames"
fc2bcb90ce3cc22d6ea2e6cda,Pierre Bayle
bd1dbbafd0b7294be7310cfcf,Rotterdam
0d5c7fd7fa91e0c6812dc2da5,"One of the most prominent Huguenot refugees in the Netherlands was Pierre Bayle. He started teaching in Rotterdam, where he finished writing and publishing his multi-volume masterpiece, Historical and Critical Dictionary"
b7f15dcbdebe53e3cd883567e,US Library of Congress
cfb26c7772d0bb9ff389fae8e,Saint Nicolas
eb4cb46ff43345baeeafc9d11,One
aac3bdcfc38faefa1cfbae0af,One
30495515cda6f139a44bc986a,One of the most prominent Huguenot refugees in the Netherlands was Pierre Bayle
48eafba9ae7de0515b9ca79db,One
3c07fc028002f57daea780fe7,The
ecf7cf703bac30ffff9a1cfde,1550
7b0b0a2b7a8dae74eeb810c0f,Soho Square
ec8ff2295f3c5b559df4c4c4e,Shoreditch
bb8aaa50fe9742ff6a8aa4187,1724
d44e4a11af06bf2b8dc67ff1f,The
d8cdbb25cecfe2d8e01ddaede,1724
e216dafc225bbde05cc082a81,The French Protestant Church of London
9fbcc3dfb845df7a64cb08283,about a third
ab9ac22e4d5f76a7bc61acab9,The
7077ca8f9dfceeca54de77d00,Around
cc8d1e44248cccf03faa96205,Around
1e9cde65cd6c9fb5be56a38f7,Edict of Potsdam
aad0da7faf0da201fe5c96cb8,Around
df0735e7ce330fb5098008e7c,Around
ddd24a9dd99cfdfecac5a934c,Around
c1b0ae39f2d8cab9e2dc3ce6c,Around
874d553eb186bafffdc18aa1d,"Around 1685, Huguenot refugees found a safe haven in the Lutheran and Reformed states in Germany and Scandinavia. Nearly 50,000 Huguenots established themselves in Germany, 20,000 of whom were welcomed in Brandenburg-Prussia, where they were granted special privileges (Edict of Potsdam) and churches in which to worship (such as the Church of St. Peter and St. Paul, Angermünde) by Frederick William, Elector of Brandenburg and Duke of Prussia. The Huguenots furnished two new regiments of his army: the Altpreußische Infantry Regiments No. 13 (Regiment on foot Varenne) and 15 (Regiment on foot Wylich). Another 4,000"
88aa7b60a0661b1296e763bd0,Around
9572e7c772ab142ceeb2cfb9e,Around
cfbcdfda1a2c89df2df8fc4f7,"Frederick William, Elector of Brandenburg, invited Huguenots to settle in his realms, and a number of their descendants rose to positions of prominence in Prussia. Several prominent German military, cultural, and political figures were ethnic Huguenot, including poet Theodor Fontane, General Hermann von François"
fcd3df9359efefaf0ced5debe,Theodor Fontane
3f9cada4aa95aaedbff56daed,Adolf Galland
305668bebeea0c9b3fa4c2898,Lothar de Maizière
3973466bbe308a3ac2ad1c7a8,Federal Minister
6eedf1b7ccdfe22ffdf35fa8b,Elector of Brandenburg
d5c4bf41dff6e94e2cbafde23,Frederick
f76dbbfcaeaf2baf7afb508dd,Theodor Fontane
f286f3918f973e1b8af266b2c,Huguenot
d65bba06e2bab6d88c7cffccd,General Hermann von François
dc8d3d8b297dfb5afb8338f50,Steam
b4ad4ac4da00d1defb301b4ca,Rankine cycle
dba4bda7e4e81811bcac47732,steam within a boiler operating at a high pressure
c4f9d90590d16c8693ddcdfcc,high
cadde0345cf9cf07f7d57ebb2,external combustion
dbd42fb9884354df639cfdaff,Non-combustion
3d87ad5197754fd4f8d322ede,Rankine cycle
a9e76ceabb30eb3eaa0cb6a05,water
87b175d88305f6ef5ab99fd82,high
99b30daa83f8fc22e4cce1c9c,Steam
c880feb526ed37b6caff61cf1,atmospheric engine
513dcf2d0e5bffec928c60df0,Thomas Newcomen
e6ccacdf5ae9ce88a5cac3aec,1712
1f0ce7e0db75026ae6d4d99cd,The
3a65f2d3f85aef54b3bf19c9b,The
72e3f9e4dcd1d85ffb5adba94,atmospheric engine
e1ab5eb42fe864faa0433af29,Thomas Newcomen
3cf9c2ed7fc3781e8bb9cdda7,1712
7866f3f01aa2cff6ffc8edcf6,Water
8bed26fdac21ecd12cbbd0cac,Thomas Newcomen
d381cb32dc4aefd62a8f99cf4,United Kingdom
21cffbbfe9f3f3aa08b7fdbf6,21 February 1804
2fafb6cf1eae8acd4e173bb63,Merthyr Tydfil to Abercynon in south Wales
c7cad088ff2f4ebf1a08b12ac,south Wales
92bdf887ebafecf6f691ac9ff,south
95fb7b7faae616eaa26ecb57f,United Kingdom
6afbda70eaba0d9214e77e904,21 February 1804
cdac010f240a7bf66dc07e1e2,Merthyr Tydfil to Abercynon in south Wales
d5e9fee93ec73a7a28882bae1,United Kingdom
7aeeaa14fac7ec56b596e0d99,south
ad69725eee60610da9503cce2,"The Rankine cycle and most practical steam engines have a water pump to recycle or top up the boiler water, so that they may be run continuously. Utility and industrial boilers commonly use multi-stage centrifugal pumps"
5a31475bfd6799bd1f6f5cb7f,multi-stage centrifugal pumps
dcab426acc7be16a64e04e8ee,1850s
35c1caa52cc3af0add97e2378,steam locomotives
d5174aba425755ac2feaf9912,The
c0de801aadacd417bccfaacc4,The
cf7fdbe9ba78c140fedeb2e33,multi-stage centrifugal pumps
26886dbc0b0e56580b6fd93ec,1850s
8d07d6a5cdda8d2c8cfdd4c0f,"The Rankine cycle and most practical steam engines have a water pump to recycle or top up the boiler water, so that they may be run continuously. Utility and industrial boilers commonly use multi-stage centrifugal pumps; however, other types are used. Another means of supplying lower-pressure boiler feed water is an injector, which uses a steam jet usually supplied from the boiler. Injectors became popular in the 1850s but are no longer widely used, except in applications such as steam locomotives"
4cec178ddc9b8099787dde5f6,multi-stage centrifugal pumps
6ad0e1ef4a1e0cee96111a8aa,three or four
6f0beed642a18fb22aae7c164,triple and quadruple expansion engines
1facdf9f644567afe9f241dae,late 19th century
ae9bfc858f1e86f88e0a1f5d1,marine triple expansion
01dbd1dcf10aceceddd7ecc7c,It
e62add0aa570d8b3afff41faa,three or four
12cb3cb1ef8aaaf7e591dcbe7,triple and quadruple expansion engines
1d7dbc50c88d2d9aec2eb8b2f,late 19th century
96b1d3fffbabeebdb2fddfec9,It
4038f10089bdc0ff7dbe5bb42,It
1fcfe60feb6d690b470545cef,trip mechanisms
bc44bd3ebf7b13ee0fd0cb5c4,Joy
f8d8021dfaa9e0a7f45cd6e68,In
a39920d34e27ba355adfbb2db,trip mechanisms or cams profiled
7c8bfc3e6beed69ee5bb2d8ad,leakage
c5ac77b05b3bd3bdfd60ea388,In
eecdaac09ffaf1eb63ec167df,1840s and 50s
48d7b2da162bd8adbeb14b4cb,Lead fusible plugs
bf42ff0df3bbec5e5decdd97e,"Lead fusible plugs may be present in the crown of the boiler's firebox. If the water level drops, such that the temperature of the firebox crown increases significantly, the lead melts and the steam escapes, warning the operators, who may then manually suppress the fire"
d5848967cf6530fcd5f27d4b8,Lead
af0cecdb3dedc9e22452c2cf3,manually suppress the fire
0aaff834dc2fd01c6ee0633d4,Lead
aa2a2aba9dccf2f6eedff903d,Lead fusible plugs
bdd2b360a0b94afea78adad26,Lead
be34b8a4a91f9af347fe3e64a,Lead
94902d7fbf6f7c4f0c19fab92,manually suppress the fire
eabd996885dd5b5daf0fcc724,Lead
0a4dbbda15aab3deaa16089b8,James Watt
0f7b3bbee273336fed5d7b2da,continuous rotary
3ed5a5c6dd8bc81ca6c684689,ten
cbf2803dad2ce4f4ba2ddc522,1883
968a34d9b0bae0aabddd3a17c,Industrial Revolution
f45e1f7d0bb525ad912fe7b4f,James Watt
0be4e3e95f727b6dbf1bcf6aa,continuous rotary
2312be1c22403908b190dfb22,Watt's ten
7e121756c5d3082582be3dad9,1883
9f771937d69a5ddb5caa4efde,Industrial Revolution
dad0773cfacd77dd61d5abb7d,century AD
e3ed0c9bf80fa4bae5fcbeb08,Hero of Alexandria
cadbabf39ecfcc07ddbacc8f9,Greek
0dee47bfcf3cabec12b7aa3db,Giovanni Branca
8aee5ed188aeaa77bcfb51eb9,1606
d1b3b4a3cab0ac03bca0c5fef,century AD
a4ca2bddd67fcbef3ec6fabef,Hero of Alexandria
cac09eeaabc7beb9d93e81dd5,Greek
dd9ab4d9e8fa95ca70a21daec,Taqi al-Din in 1551 and by Giovanni Branca
35cb27734bc47c7c496adb6ff,1606
cc91f8f0fb411b5cdaad8ded0,compound
b4f0dd4a35ebbd264c3dc2bdd,expansions
eb1bd5076caa8dc5d3a8df728,Near
37e2df3bed8d0bb371f7a5699,expansions
e90dfaccfa362f68cd636c13e,reciprocating
882f860dfee1b59d3052460e0,compound
fdcb4e0f3afe47e98403047b1,expansions
decfccbf29cc20defcce45cab,Near
efdfdaee7f819daedadc2b31a,expansions
aacafdbec0b6172d04fcf6b9e,reciprocating
5cca07dbb7f3cd06336f92dcb,steam turbines
a00cdfbcb92b08ecfa0304ae6,late part
33b2b288bba70d59edebf3b5d,several hundred horsepower
082042bd2e5f0be6aaaf6ae8f,90%
901f064c5c1f837ccc8fbfb6e,electric power
3ee219ac9ecb1ef3fdf6f1b85,steam turbines
f4fd6dedf21826b5712cbf683,Steam turbines
d7f6b2d67f1b1d921f14cd74f,several hundred horsepower
63ef92bcc50abbb0bddee32f5,90%
fdaa3a6bacdefa738a1dedae6,electric power
c8efdc4cb1157be1f2f0c62c5,burning combustible materials
46d3d706dffba91dbb44cefdb,combustion chamber
b20acfdafe4cb778e3dbfd3c6,solar
cc59efeb909bf90d564ae9a0a,electric
591faa710b62a3e6dd012e2ce,burning combustible materials
8eced884d0b71edf0b86d726a,combustion chamber
16fe1b0bcc07adaa6bd6e2d60,electric
64805c9bd9dc4efa676e4bfae,The
f130fdcd94bd4c437cd3aebd8,electric
fbaf3f343dd7db9bde92bc27d,engine indicator
362ff4da9cb3bbc778c100ac7,1851
43c37f3f0fe36581af1891a8e,Charles Porter
45116cdd6e2a76fedacb6f603,Charles Richard
fe83d3f376feb682aaaaf1ad8,paper the pressure in the cylinder throughout the cycle
6479408ccda90ee78f85b3a86,The
bddd1109bc1f7b98cecaa5cdc,1851
a6a02f8046d2b37be80beeb2c,Charles Porter
6167af83ab2212b28feb6090f,The
cdb9a9904cc7e3188ddef8fcc,London Exhibition
c3eafe03401f32a22bd8b8fed,90°
79db880aeb36dff9a14dad7e0,180°
de6dbe4eae6839fb3e47bdfea,90°
7aaabe6c6a16f71402fd8d90e,90°
dadcacd0ffc4c1cc95bcb69ef,90°
ba0771edf50598b0312b2ecfe,90°
a4d8cfcdf8ef96ba32bec0b3d,"With two-cylinder compounds used in railway work, the pistons are connected to the cranks as with a two-cylinder simple at 90° out of phase with each other (quartered). When the double expansion group is duplicated, producing a 4-cylinder compound, the individual pistons within the group are usually balanced at 180°, the groups being set at 90° to each other"
fe07dd4befe9a149ed626eadd,the pistons worked in the same phase driving a common crosshead and crank
39c9d9a16a9dc052dbfb685ff,counterflow
d96cfdf8fd13cc585cf5df3d1,two
fb2eeed448cc593cddf6b3fee,four
fd9b3e645b7dc5afc38a5bc3c,four
baffeb5f1fa8fc562cd89f8ae,expansion
fdfeddda77f0bbe705b7051f6,counterflow
eafa583cae6ba83b30aab8e6a,two
91328bbe637c5a3ce8cb9adab,In
6a9392af4ded3ad2dfebbf3f8,four
87772dfba2ec3e7f0f3c610cb,expansion
2fe9fceae27d49d72c67bb5df,Quasiturbine
d4b5003829c2a9ebda5548b7c,usual counterflow cycle
d5cb50e5bb9b9e3ab1f669d3b,improve efficiency
e6fd91c680bdeccce036a0b0d,Quasiturbine
e1afbcc7a79b69ba19ffead00,Uniflow
cbfc7cda7acb5c005778baba8,superior part-load performance
e411dfa0b1df2aa2ccb66c1e7,Uniflow engines
509cd7ad0898ef6b4bbfebbce,Uniflow
4b377eddeeadb6d89eedda0f2,An
f777bddea97bdaca5f3dc7f0e,trunnion
408c1f19edcc279b1feccefee,models
a4a1b7eafb8d71e2f3fdb6eca,"toys and models, because of their simplicity, but have also been used in full size working engines, mainly on ships"
ecdfa4eaa4de613a7dc12a614,An
fc05e3618ccf28de606f07db5,An
b42803ec7b9b6dcf86fa37b1b,toys and models
d49fe419f0bc0e645dbf2a5e2,"toys and models, because of their simplicity, but have also been used in full size working engines, mainly on ships where their compactness is valued.[citation"
aab45b6e20c592ed9804e4de8,An
566cfc97bc055078ce58b09d1,The
fdba5ef65008eac1bfafaee7c,open loop
b8fd5bff8afbe3aa312b0289c,Mercury
ecfd4abcddbbfc2f9e33ceafc,recycled continuously
e9bf8e5e98b5ce516fa87f87b,recycled continuously
ba323adb7dcefae5ef44982c4,open loop
9cde1f18acdc9417f1f42b7f9,Mercury
fe9c3dbfcd5d65f54027a1c44,Mercury
ecf5e14efcfe7dccedf44c7a4,a closed loop system
9146af2bc13abcdea0811bc41,low turbine entry temperature
7cae4d8e68daf0b75d8daf9ca,The
e0942c405d1bcd3a3af93378b,The
d8a5274b2d5d766fbdeddb2e6,30 °C
a824c51de8e024a96aab1ba28,about 63%
b04ebfe886edacedcfbede448,low turbine entry temperature (compared with a gas turbine) is why the Rankine cycle is often used as a bottoming cycle in combined-cycle gas turbine power stations.[citation
d42f3392ad5ba763068cf05bc,565
61d0052eedccf03ecd31bdef6,The
3944b2dc347be6a927a8f7feb,565 °C
710bed4af6c154c03edb2bbef,63% compared with an actual efficiency of 42% for a modern coal-fired power station
ece3b1a1789abcc38bacbfcfd,Steam engines
7406c6ea6e842fa09f4d3a7ae,steamboats
3e0c023d3bac00babfb2d89ea,Stanley Steamer
726bacea95beb3e73a77fea53,factories
5eba83735f8721b35c4fcacec,an increase in the land
5bf15d7e3001450aeea48ea4f,Steam engines
d301ae304102fb17b87f14ae2,steamboats
0e5545ea8f2f17fcc7fba2bd9,railway locomotives
14ebc8e78d51e290b3db266f1,factories
e7d7ec5a9fb4a1d55c8384eb8,an increase in the land
c6fea2b62cfed5d7a08ed6651,"Catch Me Who Can in 1808. Only four years later, the successful twin-cylinder locomotive Salamanca by Matthew Murray was used by the edge railed rack and pinion Middleton Railway. In 1825 George Stephenson built the Locomotion for the Stockton and Darlington Railway. This was the first public steam railway in the world and then in 1829, he built The Rocket"
3d8a7ecff62edd730eeaf6cba,George Stephenson
bdb18b112021dd6ed7157d4e8,twin-cylinder
7e4a39ededb4dbf2dbff6fb0e,Middleton Railway
a991ac1f96fdab788ddb88dc4,Stockton and Darlington Railway
90ae9efa9fb8c9b4c56c6d3a4,"Catch Me Who Can in 1808. Only four years later, the successful twin-cylinder locomotive Salamanca by Matthew Murray was used by the edge railed rack and pinion Middleton Railway. In 1825 George Stephenson built the Locomotion for the Stockton and Darlington Railway. This was the first public steam railway in the world and then in 1829, he built The Rocket"
2b828ac44a8a9101bd395a16a,George Stephenson
a895c112fe486ccb36d3ecd64,twin-cylinder
acb7bd2edb7f025617855c072,Middleton Railway
6e91fd213bb7f21d81a21abad,Stockton and Darlington Railway
cd3dcb0badb9d0847b49bb2ff,Arthur Woolf
f0cdec8b0f754cc9bdfbdfd8f,British
f3ac631d3d61f5af5f7b649bd,A
c22dd11beeade9efdf2e8ab7d,A
b0b929ee9a2ac3c1387d2e7f2,Arthur Woolf
fd202ae749c95ae4494cad94f,British
32ccd542ea794759ccc037ae4,A
7b4d9afbebfa9acdb08d79f13,A
9a8febeeb6916463321e43ce7,Arthur Woolf
a61a3d1847f6dfdc9cf5ab78c,90%
fdd0037dcc21d55a6ec1d2ae3,The
cb26bfad4aab6be72dce1d3dc,gas turbines
a61f0232dcf6adfbfebf9683a,"reciprocating Diesel engines, and gas turbines"
df66ab2c5fface28bbefd7ac8,The
d1ee6e3f7fca69e991dc7affc,The
ec9f12ca7bba9b5d880b6ccc0,The
cf19edf3dfc4fbcafaca89f21,"reciprocating Diesel engines, and gas turbines"
ccedcd2bc401cb86c0bd34ba3,"reciprocating Diesel engines, and gas turbines"
e4fa04e5b2eb89db3e6ab149e,The
3f7aa2b6be1dbe912eae7b954,The Rankine cycle
431396128c29efddcaedffae9,removed in a condenser
a28242cd27717dcf4ce4db6de,1990s
fa28fe84bdbfaaf938ada57d3,biomass
4e9cdbdcc953f0dcea0e0596f,Scottish
f4ecb2085abf73d7d53efe8a4,The Rankine cycle
4b129d0d67ee77dfeb72eb5fd,removed in a condenser
abb018d9cfaf39eab50360dbb,1990s
cffbc3efcb7f7ad7e0ec30d3c,The
8f6f93449a6fa5eaab444eca6,Scottish
ceccab1cb9cb2a0ed47de64ce,"duty"". The concept of duty was first introduced by Watt in order to illustrate how much more efficient his engines were over the earlier Newcomen designs"
5eaa4d6cc1348f9abbdd82cbb,Watt
7f3d58b1b2e69f2ed9ecc48fb,The
ab0f24ba89be292fe8f5db5eb,about 7 million
8ea9025b417eb9df5cd2bd6ef,25 million
89eedfbc010a3b7d612acc7c5,over the earlier Newcomen designs
b6cf1d6e0aad65d12dca4186c,Watt
92efc1b339edcb972dbd9e583,The
9facdd7cec39ed14c728d7bf0,The historical measure of a steam engine's energy efficiency
7fd98479ba9e19428ddfffe7d,"The historical measure of a steam engine's energy efficiency was its ""duty"". The concept of duty was first introduced by Watt in order to illustrate how much more efficient his engines were over the earlier Newcomen designs. Duty is the number of foot-pounds of work delivered by burning one bushel (94 pounds) of coal. The best examples of Newcomen designs had a duty of about 7 million"
f7d73e9fa53a4d135f9f0370f,Reciprocating
a9dfe086ccad935ba0dcffff4,Reciprocating piston type
7df8efbda9cfd1c35cef639fd,Reciprocating piston type
33f7bdebd8b0ed21a2411c9bb,"Reciprocating piston type steam engines remained the dominant source of power until the early 20th century, when advances in the design of electric motors and internal combustion engines gradually resulted in the replacement of reciprocating"
b5e7dc1dd4ed45e0bdeaa6c6a,Reciprocating piston type steam
c98fbc3b9618fbe345eeaa96a,Reciprocating
b1aaddedcbdefbc3d6c56f70c,Reciprocating
dd2594c9e89dfbcd9e9ea34be,"Reciprocating piston type steam engines remained the dominant source of power until the early 20th century, when advances in the design of electric motors and internal combustion"
3c30abb72492ffdf285cce9dc,Reciprocating
e3f6bdfe0b6e4afe0c9c6ef03,Thomas Savery
21628b9bd8afa3bc8bcd2248f,water pump
3fbb1e6e753c7d5eca1dcfed2,1698
b71cb0074e94e8cabce7a5dce,Bento de Moura Portugal
c7db8363bec4b2efcb4bdb1dd,Thomas Savery
f624cb10dbfa93bac10bbced4,Thomas Savery
feca101b9fa952aaf2fdeaba0,water pump
f8a06ebe938b8e9b573df8888,1698
ad19ea54aa2b618add107a20a,Bento de Moura Portugal
